hardware,depth_ratio,cx_ratio,init,circuit
sycamore,5.769230769230769,6.8321678321678325,random,53Q_gate_Sycamore_small_2_2_1.5_no.0
sycamore,5.0578512396694215,4.91858407079646,identity,53Q_gate_Sycamore_small_1_25_1.5_no.8
rochester,4.9375,9.594594594594595,identity,53Q_gate_Rochester_large_2_5_1.5_no.2
sycamore,6.609375,6.743494423791821,identity,53Q_depth_Sycamore_large_None_2_1.5_no.3
rochester,7.666666666666667,8.54945054945055,random,53Q_gate_Rochester_large_2_3_1.5_no.5
tokyo,2.0,2.2580645161290325,sa,20Q_gate_Tokyo_large_2_0_1.5_no.2
rochester,4.351351351351352,5.606451612903226,sa,53Q_gate_Rochester_large_2_5_1.5_no.9
sycamore,4.09375,5.456310679611651,sabre,53Q_gate_Sycamore_large_1_0_1.5_no.6
rochester,6.032258064516129,10.19811320754717,random,53Q_gate_Rochester_small_1_1_1.5_no.9
rochester,7.0625,8.636363636363637,identity,53Q_gate_Rochester_large_1_5_1.5_no.4
sycamore,3.1538461538461537,4.354166666666667,sa,53Q_gate_Sycamore_large_1_10_1.5_no.3
sycamore,4.918918918918919,8.759615384615385,random,53Q_gate_Sycamore_large_2_0_1.5_no.8
rochester,10.266666666666667,10.373665480427047,identity,53Q_depth_Rochester_small_None_4_1.5_no.5
rochester,4.411764705882353,6.509615384615385,sabre,53Q_gate_Rochester_large_1_0_1.5_no.8
tokyo,1.1320754716981132,2.066666666666667,sa,20Q_gate_Tokyo_large_1_0_1.5_no.1
sycamore,4.294117647058823,4.591549295774648,sabre,53Q_gate_Sycamore_large_1_1_1.5_no.3
rochester,7.986666666666666,9.502762430939226,identity,53Q_gate_Rochester_large_2_20_1.5_no.1
rochester,2.8125,4.458333333333333,sabre,53Q_depth_Rochester_large_None_3_1.5_no.8
rochester,3.813953488372093,5.304347826086956,sabre,53Q_depth_Rochester_large_None_1_2.55_no.1
sycamore,6.587301587301587,6.94140625,random,53Q_depth_Sycamore_small_None_2_1.5_no.1
rochester,7.16,11.073863636363637,random,53Q_depth_Rochester_large_None_2_2.55_no.5
rochester,1.9397590361445782,5.794871794871795,sa,53Q_depth_Rochester_small_None_2_1.5_no.7
rochester,3.0714285714285716,10.919354838709678,random,53Q_depth_Rochester_large_None_1_2.55_no.7
tokyo,1.7522935779816513,2.1818181818181817,sabre,20Q_gate_Tokyo_large_2_10_1.5_no.4
tokyo,2.0579710144927534,2.2642857142857142,sa,20Q_depth_Tokyo_large_None_2_1.5_no.4
sycamore,3.0208333333333335,3.888198757763975,sabre,53Q_gate_Sycamore_large_1_3_1.5_no.9
rochester,1.7358490566037736,7.7,sabre,53Q_gate_Rochester_small_2_0_1.5_no.2
sycamore,2.6228070175438596,4.153846153846154,sabre,53Q_depth_Sycamore_small_None_3_2.55_no.2
sycamore,4.324324324324325,8.326315789473684,random,53Q_gate_Sycamore_small_1_0_1.5_no.2
sycamore,5.054054054054054,7.534653465346534,identity,53Q_gate_Sycamore_small_1_0_1.5_no.4
tokyo,1.2,1.588679245283019,sa,20Q_depth_Tokyo_large_None_5_2.55_no.4
tokyo,1.8383233532934131,3.3443708609271523,random,20Q_depth_Tokyo_large_None_3_2.55_no.2
sycamore,4.0,5.147435897435898,sabre,53Q_depth_Sycamore_large_None_5_2.55_no.3
rochester,3.1186440677966103,14.653846153846153,identity,53Q_gate_Rochester_large_1_1_1.5_no.9
sycamore,3.102189781021898,5.694444444444445,sa,53Q_depth_Sycamore_small_None_3_1.5_no.3
rochester,5.319148936170213,4.353658536585366,sabre,53Q_gate_Rochester_small_1_10_1.5_no.1
rochester,4.446808510638298,6.805755395683454,sa,53Q_depth_Rochester_small_None_2_2.55_no.7
sycamore,3.592857142857143,4.618798955613577,sa,53Q_gate_Sycamore_small_2_20_1.5_no.0
tokyo,1.6421725239616614,1.7931654676258992,sa,20Q_gate_Tokyo_large_1_25_1.5_no.5
sycamore,4.871287128712871,4.668674698795181,random,53Q_gate_Sycamore_large_2_20_1.5_no.7
rochester,4.7105263157894735,5.992857142857143,sa,53Q_depth_Rochester_large_None_2_2.55_no.2
sycamore,4.609756097560975,5.352297592997812,random,53Q_gate_Sycamore_large_2_20_1.5_no.9
rochester,6.528735632183908,10.907749077490775,identity,53Q_depth_Rochester_small_None_4_2.55_no.0
tokyo,2.3372093023255816,2.8727272727272726,random,20Q_depth_Tokyo_large_None_3_1.5_no.1
rochester,6.106194690265487,10.110738255033556,identity,53Q_depth_Rochester_small_None_5_2.55_no.7
sycamore,3.893617021276596,4.631578947368421,sabre,53Q_gate_Sycamore_large_2_2_1.5_no.9
rochester,8.130434782608695,7.8689024390243905,identity,53Q_gate_Rochester_large_2_15_1.5_no.0
sycamore,5.053333333333334,5.246478873239437,random,53Q_gate_Sycamore_small_1_10_1.5_no.5
rochester,6.270833333333333,6.827751196172249,sa,53Q_gate_Rochester_large_1_5_1.5_no.4
rochester,4.928571428571429,9.082089552238806,sa,53Q_depth_Rochester_large_None_1_1.5_no.1
sycamore,5.732673267326732,6.266832917705735,random,53Q_depth_Sycamore_large_None_5_1.5_no.1
sycamore,2.656934306569343,5.537037037037037,sabre,53Q_depth_Sycamore_small_None_3_1.5_no.3
sycamore,4.934782608695652,6.666666666666667,random,53Q_gate_Sycamore_large_1_2_1.5_no.4
sycamore,3.7941176470588234,5.2272727272727275,sabre,53Q_gate_Sycamore_large_2_0_1.5_no.3
tokyo,1.56,1.6875,sa,20Q_depth_Tokyo_large_None_3_2.55_no.7
rochester,4.214285714285714,5.391752577319588,sabre,53Q_gate_Rochester_large_2_2_1.5_no.4
rochester,4.54424778761062,9.993657505285412,identity,53Q_depth_Rochester_small_None_10_2.55_no.9
rochester,4.4411764705882355,6.1,sabre,53Q_gate_Rochester_small_1_4_1.5_no.2
tokyo,1.1827956989247312,1.3564356435643565,sa,20Q_gate_Tokyo_large_2_20_1.5_no.9
sycamore,4.805555555555555,4.6923076923076925,sabre,53Q_gate_Sycamore_large_2_1_1.5_no.6
sycamore,5.673913043478261,5.879310344827586,random,53Q_gate_Sycamore_small_2_4_1.5_no.2
sycamore,6.5964912280701755,6.072519083969466,identity,53Q_gate_Sycamore_large_1_5_1.5_no.8
rochester,4.2153846153846155,5.683206106870229,sabre,53Q_depth_Rochester_small_None_4_1.5_no.8
tokyo,2.825,3.0232558139534884,random,20Q_gate_Tokyo_large_2_2_1.5_no.1
rochester,5.777777777777778,9.790697674418604,random,53Q_gate_Rochester_large_1_0_1.5_no.0
rochester,7.5,10.447761194029852,random,53Q_depth_Rochester_large_None_1_1.5_no.1
sycamore,4.040816326530612,3.5054945054945055,sabre,53Q_gate_Sycamore_large_2_20_1.5_no.4
sycamore,4.609589041095891,6.878172588832487,random,53Q_depth_Sycamore_large_None_5_2.55_no.6
rochester,2.6837606837606836,4.685714285714286,sa,53Q_gate_Rochester_small_1_20_1.5_no.8
sycamore,3.765957446808511,7.258620689655173,identity,53Q_gate_Sycamore_large_1_1_1.5_no.7
rochester,3.9367088607594938,5.471698113207547,sabre,53Q_depth_Rochester_large_None_10_1.5_no.4
rochester,5.0,10.619565217391305,identity,53Q_depth_Rochester_large_None_2_2.55_no.8
tokyo,2.2026143790849675,2.9473684210526314,identity,20Q_gate_Tokyo_large_2_15_1.5_no.7
rochester,4.678260869565217,11.086614173228346,random,53Q_depth_Rochester_small_None_4_2.55_no.4
rochester,4.578947368421052,3.5232273838630808,sabre,53Q_gate_Rochester_large_2_20_1.5_no.3
rochester,8.22689075630252,6.798722044728435,identity,53Q_gate_Rochester_large_1_25_1.5_no.8
rochester,8.411764705882353,6.794736842105263,identity,53Q_gate_Rochester_small_1_20_1.5_no.3
rochester,7.68,7.913043478260869,random,53Q_gate_Rochester_small_2_10_1.5_no.9
rochester,4.603174603174603,7.495,sabre,53Q_depth_Rochester_small_None_3_2.55_no.7
tokyo,1.1571428571428573,1.894736842105263,sa,20Q_gate_Tokyo_large_2_1_1.5_no.6
tokyo,1.121212121212121,1.4838709677419355,sa,20Q_gate_Tokyo_large_1_1_1.5_no.5
tokyo,1.2826086956521738,2.575,sabre,20Q_depth_Tokyo_large_None_1_1.5_no.9
sycamore,2.896551724137931,3.925675675675676,sa,53Q_gate_Sycamore_large_1_15_1.5_no.0
rochester,7.0,8.852941176470589,sa,53Q_depth_Rochester_small_None_2_1.5_no.6
tokyo,1.8758169934640523,2.3289473684210527,sabre,20Q_gate_Tokyo_large_2_15_1.5_no.7
rochester,5.467532467532467,10.730964467005077,identity,53Q_depth_Rochester_small_None_3_2.55_no.4
rochester,4.193181818181818,12.270833333333334,identity,53Q_depth_Rochester_small_None_2_2.55_no.3
tokyo,1.9724770642201834,2.4451219512195124,sa,20Q_depth_Tokyo_large_None_3_1.5_no.5
sycamore,3.5384615384615383,5.180851063829787,sabre,53Q_gate_Sycamore_small_1_0_1.5_no.8
sycamore,5.656565656565657,5.514634146341463,identity,53Q_gate_Sycamore_large_2_15_1.5_no.9
tokyo,1.7017543859649122,2.3655172413793104,sa,20Q_depth_Tokyo_large_None_2_2.55_no.0
rochester,7.465116279069767,8.45945945945946,random,53Q_gate_Rochester_large_1_5_1.5_no.6
sycamore,5.714285714285714,7.576158940397351,identity,53Q_gate_Sycamore_small_2_5_1.5_no.4
sycamore,3.5,4.664285714285715,sabre,53Q_gate_Sycamore_small_1_2_1.5_no.2
rochester,4.125,11.308270676691729,random,53Q_depth_Rochester_small_None_2_2.55_no.4
sycamore,4.090909090909091,4.052941176470588,sabre,53Q_gate_Sycamore_small_1_3_1.5_no.7
rochester,5.48936170212766,13.785714285714286,random,53Q_depth_Rochester_small_None_1_2.55_no.6
tokyo,1.7164179104477613,2.1904761904761907,sa,20Q_gate_Tokyo_large_2_5_1.5_no.7
rochester,4.404761904761905,5.545617173524151,sa,53Q_depth_Rochester_large_None_10_1.5_no.0
sycamore,4.101449275362318,3.903878583473862,sabre,53Q_gate_Sycamore_large_1_20_1.5_no.1
sycamore,6.026315789473684,6.701986754966887,identity,53Q_gate_Sycamore_large_2_4_1.5_no.7
tokyo,1.0919540229885059,1.1775147928994083,sa,20Q_gate_Tokyo_large_1_5_1.5_no.4
sycamore,2.7803738317757007,5.60427807486631,sa,53Q_depth_Sycamore_small_None_4_2.55_no.3
rochester,3.4722222222222223,5.921212121212121,sa,53Q_depth_Rochester_small_None_10_1.5_no.5
sycamore,3.734375,3.9884615384615385,sabre,53Q_gate_Sycamore_large_2_10_1.5_no.9
tokyo,2.3401015228426396,2.761744966442953,identity,20Q_gate_Tokyo_large_1_15_1.5_no.2
rochester,2.4347826086956523,6.448275862068965,sa,53Q_gate_Rochester_large_2_1_1.5_no.6
rochester,3.5757575757575757,6.25,sa,53Q_gate_Rochester_small_1_3_1.5_no.6
tokyo,2.240566037735849,2.68,random,20Q_gate_Tokyo_large_2_25_1.5_no.8
tokyo,1.7132867132867133,2.589108910891089,sabre,20Q_depth_Tokyo_large_None_5_1.5_no.1
rochester,4.316239316239316,11.060975609756097,identity,53Q_depth_Rochester_small_None_5_1.5_no.7
sycamore,4.756756756756757,7.634615384615385,identity,53Q_gate_Sycamore_large_2_0_1.5_no.8
rochester,6.433333333333334,11.793814432989691,random,53Q_gate_Rochester_large_2_2_1.5_no.1
tokyo,1.4,2.247191011235955,sa,20Q_depth_Tokyo_large_None_4_2.55_no.3
tokyo,1.90625,2.9615384615384617,identity,20Q_depth_Tokyo_large_None_2_1.5_no.3
rochester,7.5,9.928,identity,53Q_depth_Rochester_large_None_1_2.55_no.0
sycamore,3.0352941176470587,6.858585858585859,random,53Q_depth_Sycamore_small_None_3_1.5_no.5
rochester,4.066666666666666,7.422535211267606,sa,53Q_gate_Rochester_large_2_0_1.5_no.7
sycamore,4.882352941176471,6.108108108108108,identity,53Q_gate_Sycamore_large_1_3_1.5_no.2
tokyo,2.3391304347826085,2.722488038277512,sabre,20Q_depth_Tokyo_large_None_4_1.5_no.0
sycamore,3.75,3.9753424657534246,sa,53Q_depth_Sycamore_large_None_10_1.5_no.7
rochester,3.25,6.404761904761905,sa,53Q_gate_Rochester_small_1_2_1.5_no.7
sycamore,4.246913580246914,5.032154340836013,sabre,53Q_depth_Sycamore_large_None_3_1.5_no.9
rochester,5.264705882352941,10.989690721649485,random,53Q_depth_Rochester_small_None_1_1.5_no.9
rochester,7.65,11.629807692307692,random,53Q_depth_Rochester_large_None_3_1.5_no.4
sycamore,2.572649572649573,4.6821052631578945,sa,53Q_depth_Sycamore_large_None_5_2.55_no.9
sycamore,4.208791208791209,4.756521739130434,sa,53Q_gate_Sycamore_small_2_15_1.5_no.6
rochester,9.473684210526315,7.43448275862069,identity,53Q_gate_Rochester_large_2_20_1.5_no.9
sycamore,5.117647058823529,7.641618497109826,identity,53Q_depth_Sycamore_small_None_1_2.55_no.6
rochester,7.78125,9.00361010830325,random,53Q_gate_Rochester_small_1_15_1.5_no.9
rochester,3.910891089108911,8.568493150684931,sabre,53Q_depth_Rochester_small_None_10_2.55_no.0
sycamore,4.72,4.627551020408164,sa,53Q_gate_Sycamore_small_1_3_1.5_no.9
rochester,6.6923076923076925,8.300578034682081,sa,53Q_depth_Rochester_small_None_2_1.5_no.5
rochester,6.17910447761194,7.734265734265734,identity,53Q_gate_Rochester_large_1_10_1.5_no.1
rochester,6.283333333333333,7.830065359477124,sabre,53Q_depth_Rochester_small_None_10_1.5_no.7
rochester,5.780487804878049,4.842245989304812,sa,53Q_gate_Rochester_small_2_20_1.5_no.7
rochester,3.8524590163934427,6.2631578947368425,sabre,53Q_depth_Rochester_large_None_4_1.5_no.6
sycamore,5.817518248175182,6.809290953545232,random,53Q_depth_Sycamore_small_None_5_2.55_no.5
rochester,5.369565217391305,11.393305439330543,random,53Q_depth_Rochester_small_None_5_1.5_no.6
rochester,5.218181818181818,10.95625,identity,53Q_depth_Rochester_large_None_3_1.5_no.1
sycamore,3.15,5.143203883495145,sa,53Q_depth_Sycamore_small_None_5_2.55_no.1
rochester,4.845070422535211,9.455479452054794,random,53Q_depth_Rochester_large_None_5_2.55_no.4
sycamore,2.0416666666666665,5.766129032258065,sa,53Q_gate_Sycamore_small_2_3_1.5_no.8
sycamore,4.912698412698413,5.5698630136986305,identity,53Q_gate_Sycamore_small_1_20_1.5_no.5
sycamore,5.085365853658536,5.950920245398773,identity,53Q_gate_Sycamore_small_1_10_1.5_no.7
sycamore,4.262626262626263,4.191343963553531,identity,53Q_gate_Sycamore_large_1_15_1.5_no.3
sycamore,2.933333333333333,3.9789473684210526,sabre,53Q_gate_Sycamore_small_1_10_1.5_no.6
tokyo,2.35,2.595419847328244,random,20Q_gate_Tokyo_large_2_20_1.5_no.1
sycamore,5.075342465753424,4.802955665024631,identity,53Q_gate_Sycamore_large_1_25_1.5_no.1
tokyo,1.2233502538071066,1.342281879194631,sa,20Q_gate_Tokyo_large_1_15_1.5_no.2
sycamore,4.578125,5.322033898305085,sabre,53Q_depth_Sycamore_small_None_1_2.55_no.0
rochester,5.657894736842105,12.096774193548388,identity,53Q_gate_Rochester_small_2_3_1.5_no.9
sycamore,5.431818181818182,7.297709923664122,identity,53Q_gate_Sycamore_small_1_2_1.5_no.1
rochester,4.536764705882353,6.161224489795918,sa,53Q_depth_Rochester_small_None_10_1.5_no.6
rochester,3.0123456790123457,7.017441860465116,sabre,53Q_depth_Rochester_large_None_10_2.55_no.4
tokyo,1.9090909090909092,3.0603248259860787,identity,20Q_depth_Tokyo_large_None_10_2.55_no.1
rochester,6.344827586206897,12.873684210526315,random,53Q_gate_Rochester_small_2_1_1.5_no.0
rochester,7.758620689655173,6.266881028938907,sa,53Q_gate_Rochester_large_1_10_1.5_no.3
sycamore,4.7272727272727275,4.463636363636364,sabre,53Q_gate_Sycamore_large_1_5_1.5_no.3
sycamore,3.6666666666666665,4.39261744966443,sabre,53Q_depth_Sycamore_large_None_3_1.5_no.7
rochester,4.876106194690266,5.380368098159509,sa,53Q_depth_Rochester_large_None_10_1.5_no.3
rochester,3.9210526315789473,8.634146341463415,sa,53Q_depth_Rochester_small_None_1_1.5_no.8
sycamore,3.440677966101695,3.801556420233463,sabre,53Q_gate_Sycamore_large_1_4_1.5_no.6
tokyo,1.9649122807017543,2.52,random,20Q_gate_Tokyo_large_1_25_1.5_no.7
sycamore,2.8870967741935485,4.797687861271676,sabre,53Q_gate_Sycamore_small_2_5_1.5_no.8
rochester,5.219512195121951,6.426229508196721,sa,53Q_gate_Rochester_large_1_4_1.5_no.5
rochester,6.811764705882353,5.754854368932039,sabre,53Q_gate_Rochester_large_1_15_1.5_no.3
sycamore,3.0778443113772456,4.703399765533412,sa,53Q_depth_Sycamore_small_None_10_2.55_no.4
rochester,4.957446808510638,7.5363128491620115,sa,53Q_depth_Rochester_large_None_2_2.55_no.1
sycamore,5.975,7.090909090909091,random,53Q_gate_Sycamore_large_2_2_1.5_no.7
rochester,6.746268656716418,8.685950413223141,random,53Q_depth_Rochester_large_None_10_2.55_no.0
sycamore,1.5135135135135136,4.7105263157894735,sa,53Q_depth_Sycamore_small_None_1_2.55_no.5
rochester,3.966666666666667,5.132075471698113,sabre,53Q_gate_Rochester_large_1_2_1.5_no.7
tokyo,1.87012987012987,3.0642201834862384,identity,20Q_gate_Tokyo_large_1_3_1.5_no.5
rochester,3.8684210526315788,6.635514018691588,sabre,53Q_gate_Rochester_small_2_4_1.5_no.1
rochester,3.5,8.353383458646617,sa,53Q_depth_Rochester_small_None_2_2.55_no.4
rochester,5.0588235294117645,5.76978417266187,sabre,53Q_depth_Rochester_small_None_2_1.5_no.2
sycamore,2.4796747967479673,6.061538461538461,random,53Q_gate_Sycamore_small_1_4_1.5_no.1
tokyo,2.3260869565217392,2.6774193548387095,identity,20Q_gate_Tokyo_large_1_2_1.5_no.0
rochester,5.177215189873418,8.075471698113208,random,53Q_depth_Rochester_large_None_10_1.5_no.4
rochester,9.225,10.64864864864865,identity,53Q_gate_Rochester_small_2_5_1.5_no.9
rochester,7.757575757575758,11.19083969465649,random,53Q_gate_Rochester_small_2_4_1.5_no.6
tokyo,1.245,1.3129770992366412,sabre,20Q_gate_Tokyo_large_2_20_1.5_no.1
tokyo,1.5121951219512195,2.1194029850746268,sa,20Q_gate_Tokyo_large_1_2_1.5_no.8
rochester,5.552238805970149,4.879310344827586,sa,53Q_gate_Rochester_large_2_15_1.5_no.5
tokyo,1.6756756756756757,2.9344262295081966,random,20Q_depth_Tokyo_large_None_3_2.55_no.1
sycamore,5.043859649122807,5.052980132450331,random,53Q_gate_Sycamore_small_2_25_1.5_no.5
tokyo,2.287671232876712,2.561224489795918,random,20Q_gate_Tokyo_large_2_3_1.5_no.0
tokyo,2.376068376068376,2.7794117647058822,identity,20Q_depth_Tokyo_large_None_4_2.55_no.5
sycamore,6.625,6.485294117647059,random,53Q_depth_Sycamore_large_None_1_2.55_no.9
sycamore,3.2490706319702602,4.960159362549801,sabre,53Q_depth_Sycamore_small_None_10_1.5_no.0
sycamore,5.9523809523809526,5.321931589537224,random,53Q_gate_Sycamore_large_1_15_1.5_no.9
sycamore,4.459677419354839,3.961102106969206,sa,53Q_gate_Sycamore_large_1_20_1.5_no.6
tokyo,1.5762081784386617,2.0304347826086957,sa,20Q_depth_Tokyo_large_None_10_1.5_no.0
sycamore,4.550724637681159,5.316793893129771,sa,53Q_depth_Sycamore_small_None_2_1.5_no.2
rochester,4.074074074074074,6.926829268292683,sabre,53Q_gate_Rochester_small_1_0_1.5_no.1
tokyo,1.4832535885167464,2.1595505617977526,sa,20Q_depth_Tokyo_large_None_10_2.55_no.9
sycamore,2.2625,7.724137931034483,random,53Q_gate_Sycamore_small_2_0_1.5_no.1
sycamore,5.195876288659794,5.331775700934579,random,53Q_gate_Sycamore_large_1_15_1.5_no.7
rochester,7.444444444444445,7.0,sabre,53Q_depth_Rochester_large_None_3_2.55_no.4
sycamore,3.1470588235294117,5.5625,sa,53Q_gate_Sycamore_small_2_0_1.5_no.9
rochester,4.404255319148936,5.080332409972299,sabre,53Q_gate_Rochester_small_2_25_1.5_no.1
rochester,6.225806451612903,6.766590389016018,identity,53Q_gate_Rochester_small_2_25_1.5_no.2
rochester,8.363636363636363,11.846153846153847,random,53Q_gate_Rochester_small_1_3_1.5_no.1
rochester,4.162162162162162,7.956896551724138,sa,53Q_depth_Rochester_large_None_1_1.5_no.2
rochester,5.288659793814433,4.692771084337349,sa,53Q_gate_Rochester_small_1_25_1.5_no.1
sycamore,4.18,3.3552631578947367,sabre,53Q_gate_Sycamore_small_2_10_1.5_no.3
sycamore,3.6153846153846154,6.01063829787234,sa,53Q_gate_Sycamore_small_1_0_1.5_no.8
rochester,4.894736842105263,6.4,sabre,53Q_depth_Rochester_large_None_1_1.5_no.0
sycamore,4.76595744680851,7.315789473684211,random,53Q_gate_Sycamore_large_2_2_1.5_no.9
rochester,4.65625,5.170731707317073,sabre,53Q_gate_Rochester_large_1_2_1.5_no.9
rochester,10.074074074074074,10.685344827586206,random,53Q_depth_Rochester_large_None_3_2.55_no.4
tokyo,2.120967741935484,3.3389830508474576,random,20Q_depth_Tokyo_large_None_3_1.5_no.2
tokyo,2.1707317073170733,2.879245283018868,identity,20Q_depth_Tokyo_large_None_5_2.55_no.4
rochester,4.866666666666666,7.098039215686274,sa,53Q_depth_Rochester_small_None_10_1.5_no.7
rochester,5.348214285714286,6.030075187969925,sa,53Q_depth_Rochester_large_None_10_1.5_no.2
sycamore,7.3,6.441558441558442,random,53Q_gate_Sycamore_large_2_4_1.5_no.5
rochester,4.32258064516129,5.440944881889764,sabre,53Q_depth_Rochester_large_None_4_2.55_no.7
rochester,6.024390243902439,5.836065573770492,sabre,53Q_gate_Rochester_large_1_4_1.5_no.5
rochester,7.911764705882353,6.112877583465819,random,53Q_gate_Rochester_large_1_20_1.5_no.7
sycamore,3.9565217391304346,5.726256983240224,identity,53Q_gate_Sycamore_small_2_4_1.5_no.6
rochester,3.0927835051546393,4.232142857142857,sa,53Q_gate_Rochester_large_1_10_1.5_no.4
rochester,4.088235294117647,6.783505154639175,sa,53Q_depth_Rochester_small_None_1_1.5_no.9
rochester,2.293103448275862,6.045454545454546,sabre,53Q_gate_Rochester_small_2_2_1.5_no.3
sycamore,4.291666666666667,6.403973509933775,random,53Q_gate_Sycamore_small_1_2_1.5_no.3
sycamore,5.0,5.066265060240964,sa,53Q_gate_Sycamore_large_1_2_1.5_no.9
sycamore,5.45945945945946,5.2314410480349345,identity,53Q_gate_Sycamore_small_2_25_1.5_no.2
tokyo,2.3835616438356166,3.142857142857143,identity,20Q_gate_Tokyo_large_2_3_1.5_no.0
sycamore,4.891089108910891,6.5835694050991505,identity,53Q_gate_Sycamore_small_2_15_1.5_no.0
tokyo,2.122448979591837,2.8488372093023258,identity,20Q_gate_Tokyo_large_2_2_1.5_no.5
sycamore,5.25,5.954022988505747,identity,53Q_gate_Sycamore_large_2_10_1.5_no.4
rochester,4.7368421052631575,7.377358490566038,sa,53Q_gate_Rochester_large_2_4_1.5_no.8
sycamore,4.425,5.104166666666667,sa,53Q_gate_Sycamore_large_2_2_1.5_no.8
rochester,6.64,9.676646706586826,identity,53Q_depth_Rochester_large_None_2_1.5_no.3
sycamore,5.588709677419355,6.273542600896861,identity,53Q_gate_Sycamore_large_2_20_1.5_no.6
rochester,5.857142857142857,6.4573378839590445,sabre,53Q_depth_Rochester_large_None_5_1.5_no.2
tokyo,1.9845360824742269,2.992857142857143,random,20Q_gate_Tokyo_large_2_20_1.5_no.6
sycamore,4.729166666666667,4.816666666666666,sabre,53Q_gate_Sycamore_small_1_4_1.5_no.8
rochester,7.657894736842105,12.390243902439025,identity,53Q_depth_Rochester_small_None_1_1.5_no.8
sycamore,4.647058823529412,8.71875,identity,53Q_gate_Sycamore_small_2_0_1.5_no.9
tokyo,1.3494623655913978,2.556390977443609,sabre,20Q_depth_Tokyo_large_None_3_2.55_no.8
sycamore,6.290322580645161,7.90566037735849,random,53Q_gate_Sycamore_large_1_0_1.5_no.5
sycamore,1.88,4.730263157894737,sabre,53Q_depth_Sycamore_small_None_1_1.5_no.2
rochester,4.678571428571429,7.296296296296297,sabre,53Q_gate_Rochester_large_2_0_1.5_no.5
tokyo,2.7478991596638656,2.7804878048780486,identity,20Q_gate_Tokyo_large_1_10_1.5_no.7
rochester,3.558139534883721,8.172727272727272,sa,53Q_depth_Rochester_small_None_2_1.5_no.4
sycamore,2.1916010498687664,4.550938337801608,sa,53Q_depth_Sycamore_small_None_10_1.5_no.8
sycamore,4.580645161290323,4.081661891117479,sabre,53Q_gate_Sycamore_large_1_25_1.5_no.4
rochester,4.736111111111111,5.461254612546125,sa,53Q_gate_Rochester_small_2_20_1.5_no.0
rochester,4.318181818181818,15.584615384615384,identity,53Q_gate_Rochester_small_2_1_1.5_no.4
rochester,5.365079365079365,7.923664122137405,random,53Q_gate_Rochester_small_2_25_1.5_no.3
rochester,4.9411764705882355,10.108247422680412,identity,53Q_gate_Rochester_small_2_10_1.5_no.3
sycamore,4.772151898734177,5.232258064516129,sa,53Q_depth_Sycamore_small_None_5_2.55_no.6
tokyo,1.6730769230769231,1.9504950495049505,sa,20Q_depth_Tokyo_large_None_1_1.5_no.7
rochester,7.703703703703703,12.666666666666666,identity,53Q_gate_Rochester_small_1_1_1.5_no.2
tokyo,1.9577464788732395,2.1073825503355703,sabre,20Q_gate_Tokyo_large_1_4_1.5_no.9
rochester,3.740740740740741,7.08,sa,53Q_gate_Rochester_large_2_0_1.5_no.0
sycamore,4.364238410596027,6.520581113801453,identity,53Q_depth_Sycamore_small_None_5_1.5_no.3
rochester,7.384615384615385,11.72340425531915,random,53Q_gate_Rochester_small_2_0_1.5_no.4
sycamore,3.578125,4.184615384615385,sa,53Q_gate_Sycamore_large_2_10_1.5_no.9
rochester,3.8536585365853657,7.428571428571429,sa,53Q_gate_Rochester_small_1_2_1.5_no.0
rochester,9.241379310344827,11.71875,random,53Q_gate_Rochester_large_1_2_1.5_no.8
sycamore,2.811023622047244,3.9742014742014744,sa,53Q_depth_Sycamore_large_None_10_1.5_no.0
tokyo,2.0,2.696969696969697,sabre,20Q_depth_Tokyo_large_None_4_1.5_no.7
tokyo,1.625,2.1225806451612903,sabre,20Q_gate_Tokyo_large_2_4_1.5_no.8
sycamore,6.625,6.954081632653061,identity,53Q_gate_Sycamore_large_2_5_1.5_no.5
sycamore,4.068493150684931,4.728744939271255,sa,53Q_gate_Sycamore_small_2_10_1.5_no.5
rochester,7.25,10.024291497975709,identity,53Q_depth_Rochester_large_None_4_1.5_no.9
rochester,6.129310344827586,11.389705882352942,random,53Q_depth_Rochester_small_None_5_2.55_no.5
tokyo,1.1512605042016806,1.1341463414634145,sa,20Q_gate_Tokyo_large_1_10_1.5_no.7
sycamore,5.462962962962963,6.176165803108808,identity,53Q_gate_Sycamore_small_1_5_1.5_no.9
rochester,3.2205882352941178,7.08955223880597,sa,53Q_depth_Rochester_large_None_1_1.5_no.3
rochester,5.056603773584905,5.002036659877801,sa,53Q_gate_Rochester_small_1_25_1.5_no.6
rochester,8.653846153846153,8.448863636363637,random,53Q_gate_Rochester_small_2_20_1.5_no.5
sycamore,6.0078740157480315,5.376470588235295,random,53Q_gate_Sycamore_small_1_20_1.5_no.6
tokyo,1.8308823529411764,2.76271186440678,random,20Q_depth_Tokyo_large_None_3_1.5_no.3
rochester,10.694214876033058,6.376574307304786,identity,53Q_gate_Rochester_large_1_25_1.5_no.0
rochester,3.0481927710843375,7.54375,sabre,53Q_depth_Rochester_small_None_3_1.5_no.6
rochester,5.863636363636363,9.325443786982248,random,53Q_gate_Rochester_small_2_5_1.5_no.2
rochester,2.435483870967742,5.972972972972973,sabre,53Q_depth_Rochester_small_None_1_2.55_no.2
tokyo,1.8779904306220097,2.995505617977528,sabre,20Q_depth_Tokyo_large_None_10_2.55_no.9
